"id"	"sitc"	"name"
606541	6541	"Silk Woven Fabrics"
606542	6542	"Woven Frabrics of More Than 85% Wool"
606543	6543	"Miscellaneous Wool Woven Fabrics"
606544	6544	"Flax Fabrics"
606549	6549	"Miscellaneous Woven Fabrics"
606550	6550	"Knitted or crocheted fabrics (including tubular, etc, fabrics)"
606551	6551	"Knitted Synthetic Fibres"
606553	6553	"Elastic Knitted Fibres"
606570	6570	"Special textile fabrics and related products"
606583	6583	"Blankets"
606592	6592	"Knotted Carpets"
606593	6593	"Hand Woven Rugs"
612633	2633	"Cotton Waste"
612690	2690	"Rags"
616123	6123	"Footwear Parts"
616354	6354	"Decorative Wood"
616552	6552	"Natural Knitted Fibric"
616560	6560	"Embroidery"
616574	6574	"Elastic Fabrics and Trimming"
616575	6575	"Ropes and Cables"
616580	6580	"Made-up articles, wholly or chiefly of textile materials, nes"
616581	6581	"Textile Bags"
616584	6584	"Linens"
616589	6589	"Miscellaneous Textile Articles"
616594	6594	"Wool Carpets"
616596	6596	"Miscellaneous Carpets"
618310	8310	"Luggage"
618400	8400	"Articles of apparel and clothing accessories"
618420	8420	"Men's and boys' outerwear, textile fabrics not knitted or crocheted"
618421	8421	"Men's Coats"
618422	8422	"Men's Suits"
618423	8423	"Men's Pants"
618424	8424	"Men's Jackets"
618429	8429	"Miscellaneous Men's Outerwear"
618430	8430	"Womens, girls, infants outerwear, textile, not knitted or crocheted"
618431	8431	"Women's Coats"
618432	8432	"Women's Suits"
618433	8433	"Dresses"
618434	8434	"Skirts"
618435	8435	"Blouses"
618439	8439	"Miscellaneous Feminine Outerwear"
618440	8440	"Under garments of textile fabrics, not knitted or crocheted"
618441	8441	"Men's Shirts"
618442	8442	"Men's Underwear"
618443	8443	"Women's Underwear"
618450	8450	"Articles of apparel, of textile fabrics, whether or not knitted or crocheted"
618451	8451	"Knitted Outerwear"
618452	8452	"Women's Knitted Outerwear"
618459	8459	"Miscellaneous Knitted Outerwear"
618460	8460	"Under-garments, knitted or crocheted"
618461	8461	"Wool Undergarments"
618462	8462	"Cotton Undergarments"
618463	8463	"Synthetic Knitted Undergarments"
618464	8464	"Undergarments of Other Fibres"
618465	8465	"Lingerie"
618470	8470	"Clothing accessories, of textile fabrics, nes"
618471	8471	"Textile Fabrics Clothing Accessories"
618472	8472	"Knit Clothing Accessories"
618480	8480	"Articles of apparel, clothing accessories, non-textile, headgear"
618481	8481	"Leather Accessories"
618484	8484	"Headgear"
618510	8510	"Footwear"
618997	8997	"Basketwork"
700410	"0410"	"Wheat and meslin, unmilled"
700411	"0411"	"Durum Wheat"
700412	"0412"	"Miscellaneous Wheat"
700430	"0430"	"Unmilled Barley"
700440	"0440"	"Maize"
700450	"0450"	"Cereals, unmilled"
700480	"0480"	"Cereal, flour or starch preparations of fruits or vegetables"
700740	"0740"	"Tea and mate"
700742	"0742"	"Maté"
700813	"0813"	"Oilcake"
702200	2200	"Oil seeds and oleaginous fruit"
702222	2222	"Soy Beans"
702224	2224	"Sunflower Seeds"
702226	2226	"Rape Seeds"
702230	2230	"Seeds and oleaginous fruit, whole or broken, for other fixed oils"
702234	2234	"Linseed"
702238	2238	"Miscellaneous Oil Seeds and Fruits"
702239	2239	"Oil Seeds Flour"
704200	4200	"Fixed vegetable oils and fats"
704230	4230	"Fixed vegetable oils, soft, crude refined or purified"
704232	4232	"Soy Bean Oil"
704234	4234	"Peanut Oil"
704236	4236	"Sunflower Seed Oil"
704239	4239	"Miscellaneous Vegetable Oils"
704240	4240	"Other fixed vegetable oils, fluid or solid, crude, refined"
704241	4241	"Linseed Oil"
704245	4245	"Castor Oil"
704249	4249	"Fixed Vegetable Oils"
704310	4310	"Animal and vegetable oils and fats, processed, and waxes"
704311	4311	"Processed Animal and Vegetable Oils"
705513	5513	"Essential Oils"
710420	"0420"	"Rice"
710421	"0421"	"Rice"
710422	"0422"	"Milled Rice"
710459	"0459"	"Miscellaneous Unmilled Cereals"
710577	"0577"	"Nuts"
710741	"0741"	"Tea"
710811	"0811"	"Hay"
712221	2221	"Green Groundnuts"
712223	2223	"Cotton Seeds"
712225	2225	"Sesame Seeds"
712235	2235	"Castor Oil Seeds"
712630	2630	"Cotton"
712631	2631	"Raw Cotton"
712632	2632	"Cotton Linters"
712634	2634	"Cotton"
712640	2640	"Jute"
712650	2650	"Vegetable textile fibres, excluding cotton, jute, and waste"
712654	2654	"Agave Fibers"
712670	2670	"Other man-made fibres suitable for spinning, and waste"
712922	2922	"Natural Gums"
714233	4233	"Cotton Seed Oil"
716545	6545	"Jute Woven Fabrics"
720573	"0573"	"Bananas"
720611	"0611"	"Cane Sugar"
720720	"0720"	"Cocoa"
720721	"0721"	"Cocoa Beans"
720722	"0722"	"Unsweetened Cocoa Powder"
720723	"0723"	"Cocoa Butter"
722231	2231	"Copra"
722232	2232	"Palm Nuts and Kernels"
722320	2320	"Natural Rubber"
722659	2659	"Miscellaneous Vegetable Textile Fibres"
722925	2925	"Planting Seeds and Spores"
722926	2926	"Live Plants"
722927	2927	"Flowers"
724242	4242	"Palm Oil"
724243	4243	"Coconut Oil"
724244	4244	"Palm Kernel Oil"
724314	4314	"Waxes"
731210	1210	"Tobacco unmanufactured; tobacco refuse"
731211	1211	"Unstripped Tobacco"
731212	1212	"Stripped Tobacco"
731213	1213	"Tobacco Refuse"
731220	1220	"Manufactured tobacco"
731222	1222	"Cigarretes"
731223	1223	"Tobacco Substitutes"
732655	2655	"Manila Hemp"
740571	"0571"	"Oranges"
740572	"0572"	"Miscellaneous Citrus"
740574	"0574"	"Apples"
740575	"0575"	"Grapes and Raisins"
750452	"0452"	"Unmilled Oats"
750460	"0460"	"Wheat Flour"
750470	"0470"	"Non-Wheat Cereal Flour"
750481	"0481"	"Miscellaneous Cereal Grains"
750482	"0482"	"Malt"
750488	"0488"	"Malt Extract"
750541	"0541"	"Potatoes"
750542	"0542"	"Legumes"
750544	"0544"	"Tomatoes"
750548	"0548"	"Miscellaneous Root and Tuber Vegetables"
750576	"0576"	"Figs"
750582	"0582"	"Fruit Preserved by Sugar"
750612	"0612"	"Refined Sugars"
750615	"0615"	"Molasses"
750710	"0710"	"Coffee and coffee substitutes"
750711	"0711"	"Coffee"
750750	"0750"	"Spices"
750751	"0751"	"Pepper"
750752	"0752"	"Spices"
750812	"0812"	"Bran and Other Cereals Residues"
752440	2440	"Raw Cork"
752923	2923	"Vegetable Plaiting Materials"
752924	2924	"Pharmaceutical Flora"
752929	2929	"Miscellaneous Vegetable Origin Materials"
800140	"0140"	"Preserved fish"
800340	"0340"	"Fish"
800341	"0341"	"Fresh Fish"
800342	"0342"	"Frozen Fish"
800343	"0343"	"Fish fillets"
800344	"0344"	"Frozen Fish Fillets"
800350	"0350"	"Fish, preserved"
800360	"0360"	"Crustaceans and Molluscs"
800370	"0370"	"Fish, crustaceans and molluscs, misc"
800371	"0371"	"Miscellaneous Fish"
800372	"0372"	"Crustaceans and molluscs, misc"
800814	"0814"	"Inedible Flours of Meat and Fish"
802911	2911	"Bones, Ivory and Horns"
804110	4110	"Animal oils and fats"
804111	4111	"Fat and Oils of Marine Animals"
810011	"0011"	"Bovine"
810012	"0012"	"Sheep and goat"
810013	"0013"	"Swine"
810014	"0014"	"Poultry"
810015	"0015"	"Equine"
810019	"0019"	"live animals used for food, misc"
810111	"0111"	"Bovine meat"
810112	"0112"	"Sheep and Goat Meat"
810113	"0113"	"Pig Meat"
810114	"0114"	"Poultry meat"
810115	"0115"	"Horse Meat"
810116	"0116"	"Bovine and Equine Entrails"
810118	"0118"	"Animal meat, misc"
810120	"0120"	"Preserved meat"
810129	"0129"	"Preserved meat"
810141	"0141"	"Meat and fish extract"
810142	"0142"	"Sausage"
810149	"0149"	"Miscellaneous Prepared Meats"
810250	"0250"	"Eggs"
810251	"0251"	"Eggs, in shell"
810252	"0252"	"Eggs, Shelled"
810616	"0616"	"Honey"
810913	"0913"	"Lard"
814113	4113	"Miscellaneous Animal Oils"
816130	6130	"Tanned Furskins"
818483	8483	"Fur Clothing"
822680	2680	"Wool and other animal hair (excluding tops)"
822681	2681	"Greasy Wool"
822682	2682	"Degreased Sheep Wool"
822683	2683	"Fine Animal Hair"
822685	2685	"Coarse Animal Hair"
822686	2686	"Wood and Animal Hair Waste"
822687	2687	"Carded Animal Hair"
822910	2910	"Crude animal materials"
822920	2920	"Crude vegetable materials, nes"
826512	6512	"Wool Yarn"
830220	"0220"	"Milk and cream"
830223	"0223"	"Milk"
830224	"0224"	"Preserved Milk"
830230	"0230"	"Butter"
830231	"0231"	"Butter products"
830240	"0240"	"Cheese"
830451	"0451"	"Unmilled Rye"
832120	2120	"Raw Furs"
835922	5922	"Glues"
842110	2110	"Hides and skins, excluding furs, raw"
842111	2111	"Raw Hides of Bovine and Equine"
842112	2112	"Raw Calf Skins"
842114	2114	"Raw Goat Skins"
842116	2116	"Raw Sheep Skin with Wool"
842117	2117	"Raw Sheep Skin without Wool"
842119	2119	"Miscellaneous Hides and Skins"
842919	2919	"Miscellaneous Animal Origin Materials"
846110	6110	"Leather"
846113	6113	"Calf leather"
846114	6114	"Bovine and Equine Leather"
846115	6115	"Sheep and Lamb Leather"
846116	6116	"Leather of Miscellaneous Animal Hides"
846118	6118	"Finished Leather"
846120	6120	"Manufactures of leather or of composition leather, nes; etc"
846121	6121	"Leather Articles Used in Machinery"
846129	6129	"Miscellaneous Articles of Leather"
902511	2511	"Waste Paper"
902665	2665	"Uncarded Discontinuous Synthetic Fibers"
902672	2672	"Waste of Man-Made Fibres"
902820	2820	"Iron Waste"
903220	3220	"Coal, lignite and peat"
903224	3224	"Peat"
905723	5723	"Pyrotechnic Articles"
905823	5823	"Polyesters"
905825	5825	"Polyurethanes"
905833	5833	"Polystyrene"
905921	5921	"Starches"
906112	6112	"Leather Sheets or Rolls"
906122	6122	"Saddlery and Harness"
906423	6423	"Notebooks"
906591	6591	"Linoleum"
906595	6595	"Miscellaneous Man Made Carpets"
906613	6613	"Worked Building Stone"
906635	6635	"Mineral Wool"
906638	6638	"Asbestos Products"
906639	6639	"Miscellaneous Ceramic Articles"
906651	6651	"Glass Bottles"
906658	6658	"Miscellaneous Articles of Glass"
906932	6932	"Barbed Wire"
906935	6935	"Gauze and Netting"
906951	6951	"Farming Hand Tools"
906999	6999	"Miscellaneous Base Metal Manufactures"
907248	7248	"Leather Tanning Machinery"
907853	7853	"Wheelchairs"
907912	7912	"Miscellaneous Rail Locomotives"
908830	8830	"Developed Cinema Film"
908924	8924	"Cards and Decals"
908928	8928	"Miscellaneous Printed Matter"
908970	8970	"Jewellery, gold and other articles of precious metal"
908972	8972	"Imitation Jewellery"
908993	8993	"Candles and Matches"
908999	8999	"Miscellaneous Manufactured Goods"
909110	9110	"Postal packages"
909310	9310	"Unclassified Transactions"
909410	9410	"Miscellaneous Live Animals"
909610	9610	"Non-Gold Coin"
"xx0010"	"0010"	"Live animals chiefly for food"
"xx0110"	"0110"	"Meat"
